citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,signing_date,start_page,title,disposition_notes,proclamation_number
88 FR 7349, 2023-02431,7351,https://www.federalregister.gov/documents/2023/02/03/2023-02431/national-black-history-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-02-03/pdf/2023-02431.pdf,Presidential Document,Proclamation,02/03/2023,2023-01-31,7349,"National Black History Month, 2023","",10518
88 FR 7353, 2023-02432,7354,https://www.federalregister.gov/documents/2023/02/03/2023-02432/national-teen-dating-violence-awareness-and-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-02-03/pdf/2023-02432.pdf,Presidential Document,Proclamation,02/03/2023,2023-01-31,7353,"National Teen Dating Violence Awareness and Prevention Month, 2023","",10519
88 FR 8203, 2023-02757,8204,https://www.federalregister.gov/documents/2023/02/07/2023-02757/30th-anniversary-of-the-family-and-medical-leave-act,https://www.govinfo.gov/content/pkg/FR-2023-02-07/pdf/2023-02757.pdf,Presidential Document,Proclamation,02/07/2023,2023-02-03,8203,30th Anniversary of the Family and Medical Leave Act,"",10520
88 FR 12803, 2023-04326,12804,https://www.federalregister.gov/documents/2023/03/01/2023-04326/national-eating-disorders-awareness-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-01/pdf/2023-04326.pdf,Presidential Document,Proclamation,03/01/2023,2023-02-24,12803,"National Eating Disorders Awareness Week, 2023","",10521
88 FR 13267, 2023-04470,13276,https://www.federalregister.gov/documents/2023/03/02/2023-04470/adjusting-imports-of-aluminum-into-the-united-states,https://www.govinfo.gov/content/pkg/FR-2023-03-02/pdf/2023-04470.pdf,Presidential Document,Proclamation,03/02/2023,2023-02-24,13267,Adjusting Imports of Aluminum Into the United States,"",10522
88 FR 13277, 2023-04471,13281,https://www.federalregister.gov/documents/2023/03/02/2023-04471/increasing-duties-on-certain-articles-from-the-russian-federation,https://www.govinfo.gov/content/pkg/FR-2023-03-02/pdf/2023-04471.pdf,Presidential Document,Proclamation,03/02/2023,2023-02-24,13277,Increasing Duties on Certain Articles From the Russian Federation,"",10523
88 FR 13291, 2023-04543,13292,https://www.federalregister.gov/documents/2023/03/03/2023-04543/american-red-cross-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-03/pdf/2023-04543.pdf,Presidential Document,Proclamation,03/03/2023,2023-02-28,13291,"American Red Cross Month, 2023","",10524
88 FR 13293, 2023-04545,13294,https://www.federalregister.gov/documents/2023/03/03/2023-04545/irish-american-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-03/pdf/2023-04545.pdf,Presidential Document,Proclamation,03/03/2023,2023-02-28,13293,"Irish-American Heritage Month, 2023","",10525
88 FR 13295, 2023-04546,13296,https://www.federalregister.gov/documents/2023/03/03/2023-04546/national-colorectal-cancer-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-03/pdf/2023-04546.pdf,Presidential Document,Proclamation,03/03/2023,2023-02-28,13295,"National Colorectal Cancer Awareness Month, 2023","",10526
88 FR 13297, 2023-04547,13298,https://www.federalregister.gov/documents/2023/03/03/2023-04547/womens-history-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-03/pdf/2023-04547.pdf,Presidential Document,Proclamation,03/03/2023,2023-02-28,13297,"Women's History Month, 2023","",10527
88 FR 13655, 2023-04616,13656,https://www.federalregister.gov/documents/2023/03/06/2023-04616/read-across-america-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-06/pdf/2023-04616.pdf,Presidential Document,Proclamation,03/06/2023,2023-03-01,13655,"Read Across America Day, 2023","",10528
88 FR 14249, 2023-04838,14250,https://www.federalregister.gov/documents/2023/03/08/2023-04838/national-consumer-protection-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-08/pdf/2023-04838.pdf,Presidential Document,Proclamation,03/08/2023,2023-03-03,14249,"National Consumer Protection Week, 2023","",10529
88 FR 16169, 2023-05510,16170,https://www.federalregister.gov/documents/2023/03/16/2023-05510/national-equal-pay-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-16/pdf/2023-05510.pdf,Presidential Document,Proclamation,03/16/2023,2023-03-13,16169,"National Equal Pay Day, 2023","",10530
88 FR 17143, 2023-05989,17144,https://www.federalregister.gov/documents/2023/03/22/2023-05989/national-poison-prevention-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-22/pdf/2023-05989.pdf,Presidential Document,Proclamation,03/22/2023,2023-03-17,17143,"National Poison Prevention Week, 2023","",10531
88 FR 17363, 2023-06106,17364,https://www.federalregister.gov/documents/2023/03/23/2023-06106/national-agriculture-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-23/pdf/2023-06106.pdf,Presidential Document,Proclamation,03/23/2023,2023-03-20,17363,"National Agriculture Day, 2023","",10532
88 FR 17987, 2023-06387,17998,https://www.federalregister.gov/documents/2023/03/27/2023-06387/establishment-of-the-avi-kwa-ame-national-monument,https://www.govinfo.gov/content/pkg/FR-2023-03-27/pdf/2023-06387.pdf,Presidential Document,Proclamation,03/27/2023,2023-03-21,17987,Establishment of the Avi Kwa Ame National Monument,"",10533
88 FR 17999, 2023-06401,18004,https://www.federalregister.gov/documents/2023/03/27/2023-06401/establishment-of-the-castner-range-national-monument,https://www.govinfo.gov/content/pkg/FR-2023-03-27/pdf/2023-06401.pdf,Presidential Document,Proclamation,03/27/2023,2023-03-21,17999,Establishment of the Castner Range National Monument,"",10534
88 FR 18377, 2023-06621,18378,https://www.federalregister.gov/documents/2023/03/29/2023-06621/greek-independence-day-a-national-day-of-celebration-of-greek-and-american-democracy-2023,https://www.govinfo.gov/content/pkg/FR-2023-03-29/pdf/2023-06621.pdf,Presidential Document,Proclamation,03/29/2023,2023-03-24,18377,"Greek Independence Day: A National Day of Celebration of Greek and American Democracy, 2023","",10535
88 FR 19207, 2023-06866,19207,https://www.federalregister.gov/documents/2023/03/30/2023-06866/honoring-the-victims-of-the-tragedy-in-nashville-tennessee,https://www.govinfo.gov/content/pkg/FR-2023-03-30/pdf/2023-06866.pdf,Presidential Document,Proclamation,03/30/2023,2023-03-27,19207,"Honoring the Victims of the Tragedy in Nashville, Tennessee","",10536
88 FR 19797, 2023-07088,19798,https://www.federalregister.gov/documents/2023/04/04/2023-07088/csar-chvez-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-04/pdf/2023-07088.pdf,Presidential Document,Proclamation,04/04/2023,2023-03-30,19797,"César Chávez Day, 2023","",10537
88 FR 19799, 2023-07089,19800,https://www.federalregister.gov/documents/2023/04/04/2023-07089/transgender-day-of-visibility-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-04/pdf/2023-07089.pdf,Presidential Document,Proclamation,04/04/2023,2023-03-30,19799,"Transgender Day of Visibility, 2023","",10538
88 FR 20357, 2023-07307,20358,https://www.federalregister.gov/documents/2023/04/05/2023-07307/arab-american-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07307.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20357,"Arab American Heritage Month, 2023","",10539
88 FR 20359, 2023-07308,20360,https://www.federalregister.gov/documents/2023/04/05/2023-07308/care-workers-recognition-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07308.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20359,"Care Workers Recognition Month, 2023","",10540
88 FR 20361, 2023-07309,20362,https://www.federalregister.gov/documents/2023/04/05/2023-07309/month-of-the-military-child-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07309.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20361,"Month of the Military Child, 2023","",10541
88 FR 20363, 2023-07310,20365,https://www.federalregister.gov/documents/2023/04/05/2023-07310/national-cancer-control-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07310.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20363,"National Cancer Control Month, 2023","",10542
88 FR 20367, 2023-07311,20368,https://www.federalregister.gov/documents/2023/04/05/2023-07311/national-child-abuse-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07311.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20367,"National Child Abuse Prevention Month, 2023","",10543
88 FR 20369, 2023-07312,20370,https://www.federalregister.gov/documents/2023/04/05/2023-07312/national-donate-life-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07312.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20369,"National Donate Life Month, 2023","",10544
88 FR 20371, 2023-07313,20372,https://www.federalregister.gov/documents/2023/04/05/2023-07313/national-sexual-assault-awareness-and-prevention-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07313.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20371,"National Sexual Assault Awareness and Prevention Month, 2023","",10545
88 FR 20373, 2023-07314,20374,https://www.federalregister.gov/documents/2023/04/05/2023-07314/second-chance-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07314.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20373,"Second Chance Month, 2023","",10546
88 FR 20375, 2023-07316,20377,https://www.federalregister.gov/documents/2023/04/05/2023-07316/national-public-health-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07316.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20375,"National Public Health Week, 2023","",10547
88 FR 20379, 2023-07317,20380,https://www.federalregister.gov/documents/2023/04/05/2023-07317/education-and-sharing-day-usa-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07317.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20379,"Education and Sharing Day, USA, 2023","",10548
88 FR 20381, 2023-07318,20382,https://www.federalregister.gov/documents/2023/04/05/2023-07318/world-autism-awareness-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-05/pdf/2023-07318.pdf,Presidential Document,Proclamation,04/05/2023,2023-03-31,20381,"World Autism Awareness Day, 2023","",10549
88 FR 22349, 2023-07890,22350,https://www.federalregister.gov/documents/2023/04/12/2023-07890/national-former-prisoner-of-war-recognition-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-12/pdf/2023-07890.pdf,Presidential Document,Proclamation,04/12/2023,2023-04-07,22349,"National Former Prisoner of War Recognition Day, 2023","",10550
88 FR 22351, 2023-07951,22353,https://www.federalregister.gov/documents/2023/04/13/2023-07951/black-maternal-health-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-13/pdf/2023-07951.pdf,Presidential Document,Proclamation,04/13/2023,2023-04-10,22351,"Black Maternal Health Week, 2023","",10551
88 FR 24323, 2023-08430,24324,https://www.federalregister.gov/documents/2023/04/19/2023-08430/days-of-remembrance-of-victims-of-the-holocaust-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-19/pdf/2023-08430.pdf,Presidential Document,Proclamation,04/19/2023,2023-04-14,24323,"Days of Remembrance of Victims of the Holocaust, 2023","",10552
88 FR 24325, 2023-08431,24326,https://www.federalregister.gov/documents/2023/04/19/2023-08431/national-volunteer-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-19/pdf/2023-08431.pdf,Presidential Document,Proclamation,04/19/2023,2023-04-14,24325,"National Volunteer Week, 2023","",10553
88 FR 25263, 2023-08936,25264,https://www.federalregister.gov/documents/2023/04/26/2023-08936/national-park-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-26/pdf/2023-08936.pdf,Presidential Document,Proclamation,04/26/2023,2023-04-21,25263,"National Park Week, 2023","",10554
88 FR 25265, 2023-08937,25266,https://www.federalregister.gov/documents/2023/04/26/2023-08937/national-crime-victims-rights-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-26/pdf/2023-08937.pdf,Presidential Document,Proclamation,04/26/2023,2023-04-21,25265,"National Crime Victims' Rights Week, 2023","",10555
88 FR 25267, 2023-08938,25269,https://www.federalregister.gov/documents/2023/04/26/2023-08938/earth-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-04-26/pdf/2023-08938.pdf,Presidential Document,Proclamation,04/26/2023,2023-04-21,25267,"Earth Day, 2023","",10556
88 FR 26473, 2023-09258,26474,https://www.federalregister.gov/documents/2023/05/01/2023-09258/70th-anniversary-of-the-lavender-scare,https://www.govinfo.gov/content/pkg/FR-2023-05-01/pdf/2023-09258.pdf,Presidential Document,Proclamation,05/01/2023,2023-04-26,26473,70th Anniversary of the Lavender Scare,"",10557
88 FR 27395, 2023-09414,27396,https://www.federalregister.gov/documents/2023/05/02/2023-09414/workers-memorial-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-02/pdf/2023-09414.pdf,Presidential Document,Proclamation,05/02/2023,2023-04-27,27395,"Workers Memorial Day, 2023","",10558
88 FR 27655, 2023-09522,27656,https://www.federalregister.gov/documents/2023/05/03/2023-09522/asian-american-native-hawaiian-and-pacific-islander-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09522.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27655,"Asian American, Native Hawaiian, and Pacific Islander Heritage Month, 2023","",10559
88 FR 27657, 2023-09523,27659,https://www.federalregister.gov/documents/2023/05/03/2023-09523/jewish-american-heritage-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09523.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27657,"Jewish American Heritage Month, 2023","",10560
88 FR 27661, 2023-09527,27662,https://www.federalregister.gov/documents/2023/05/03/2023-09527/national-building-safety-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09527.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27661,"National Building Safety Month, 2023","",10561
88 FR 27663, 2023-09532,27665,https://www.federalregister.gov/documents/2023/05/03/2023-09532/national-foster-care-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09532.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27663,"National Foster Care Month, 2023","",10562
88 FR 27667, 2023-09535,27669,https://www.federalregister.gov/documents/2023/05/03/2023-09535/national-mental-health-awareness-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09535.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27667,"National Mental Health Awareness Month, 2023","",10563
88 FR 27671, 2023-09536,27672,https://www.federalregister.gov/documents/2023/05/03/2023-09536/national-physical-fitness-and-sports-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09536.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27671,"National Physical Fitness and Sports Month, 2023","",10564
88 FR 27673, 2023-09537,27674,https://www.federalregister.gov/documents/2023/05/03/2023-09537/older-americans-month-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09537.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27673,"Older Americans Month, 2023","",10565
88 FR 27675, 2023-09538,27676,https://www.federalregister.gov/documents/2023/05/03/2023-09538/national-hurricane-preparedness-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09538.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27675,"National Hurricane Preparedness Week, 2023","",10566
88 FR 27677, 2023-09539,27679,https://www.federalregister.gov/documents/2023/05/03/2023-09539/national-small-business-week-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09539.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27677,"National Small Business Week, 2023","",10567
88 FR 27681, 2023-09540,27682,https://www.federalregister.gov/documents/2023/05/03/2023-09540/law-day-usa-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09540.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27681,"Law Day, U.S.A., 2023","",10568
88 FR 27683, 2023-09541,27684,https://www.federalregister.gov/documents/2023/05/03/2023-09541/loyalty-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-03/pdf/2023-09541.pdf,Presidential Document,Proclamation,05/03/2023,2023-04-28,27683,"Loyalty Day, 2023","",10569
88 FR 29535, 2023-09867,29536,https://www.federalregister.gov/documents/2023/05/08/2023-09867/national-day-of-prayer-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-08/pdf/2023-09867.pdf,Presidential Document,Proclamation,05/08/2023,2023-05-03,29535,"National Day of Prayer, 2023","",10570
88 FR 29813, 2023-09981,29814,https://www.federalregister.gov/documents/2023/05/09/2023-09981/missing-or-murdered-indigenous-persons-awareness-day-2023,https://www.govinfo.gov/content/pkg/FR-2023-05-09/pdf/2023-09981.pdf,Presidential Document,Proclamation,05/09/2023,2023-05-04,29813,"Missing or Murdered Indigenous Persons Awareness Day, 2023","",10571
